time,V(vinput)
0.002987781761356214,-0.7669407
0.003007313011356214,0.4593284
0.003026844261356214,1.678689
0.003046375511356213,2.8728
0.003065906761356213,4.023702
0.003085438011356212,5.114083
0.003104969261356212,6.127544
0.003124500511356211,7.048841
0.003144031761356211,7.864117
0.003163563011356211,8.56111
0.00318309426135621,9.129334
0.00320262551135621,9.560246
0.003222156761356209,9.847363
0.003241688011356209,9.986365
0.003261219261356209,9.975164
0.003280750511356208,9.813927
0.003300281761356208,9.505079
0.003319813011356207,9.053267
0.003339344261356207,8.465284
0.003358875511356206,7.749976
0.003378406761356206,6.918101
0.003397938011356206,5.982172
0.003417469261356205,4.956264
0.003437000511356205,3.85581
0.003456531761356204,2.697361
0.003476063011356204,1.498342
0.003495594261356204,0.2767854
0.003515125511356203,-0.948934
0.003534656761356203,-2.16038
0.003554188011356202,-3.339333
0.003573719261356202,-4.468059
0.003593250511356201,-5.52958
0.003612781761356201,-6.507932
0.003632313011356201,-7.388399
0.0036518442613562,-8.157737
0.0036713755113562,-8.804375
0.003690906761356199,-9.318587
0.003710438011356199,-9.692639
0.003729969261356199,-9.920905
0.003749500511356198,-9.99995
0.003769031761356198,-9.928588
0.003788563011356197,-9.707891
0.003808094261356197,-9.341177
0.003827625511356196,-8.833963
0.003847156761356196,-8.193879
0.003866688011356196,-7.430551
0.003886219261356195,-6.55546
0.003905750511356195,-5.581769
0.003925281761356194,-4.524124
0.003944813011356194,-3.398431
0.003964344261356194,-2.221623
0.003983875511356193,-1.011399
0.004003406761356193,0.2140368
0.004022938011356192,1.436253
0.004042469261356192,2.636868
0.004062000511356191,3.797821
0.004081531761356191,4.901651
0.004101063011356191,5.931756
0.00412059426135619,6.872642
0.00414012551135619,7.710157
0.004159656761356189,8.431704
0.004179188011356189,9.02643
0.004198719261356189,9.485391
0.004218250511356188,9.801682
0.004237781761356188,9.970547
0.004257313011356187,9.989446
0.004276844261356187,9.858093
0.004296375511356186,9.578466
0.004315906761356186,9.154771
0.004335438011356186,8.593378
0.004354969261356185,7.902734
0.004374500511356185,7.093225
0.004394031761356184,6.177027
0.004413563011356184,5.167921
0.004433094261356184,4.081085
0.004452625511356183,2.932865
0.004472156761356183,1.740532
0.004491688011356182,0.5220203
0.004511219261356182,-0.7043433
0.004530750511356181,-1.920113
0.004550281761356181,-3.107002
0.004569813011356181,-4.247159
0.00458934426135618,-5.323435
0.00460887551135618,-6.319642
0.004628406761356179,-7.220795
0.004647938011356179,-8.013341
0.004667469261356179,-8.685358
0.004687000511356178,-9.22674
0.004706531761356178,-9.629343
0.004726063011356177,-9.887112
0.004745594261356177,-9.996169
0.004765125511356176,-9.954874
0.004784656761356176,-9.763849
0.004804188011356176,-9.425967
0.004823719261356175,-8.946309
0.004843250511356175,-8.332091
0.004862781761356174,-7.59255
0.004882313011356174,-6.73881
0.004901844261356174,-5.783712
0.004921375511356173,-4.741622
0.004940906761356173,-3.628213
0.004960438011356172,-2.460233
0.004979969261356172,-1.255248
0.004999500511356171,-0.03138375
0.005019031761356171,1.192953
0.005038563011356171,2.399347
0.00505809426135617,3.569652
0.00507762551135617,4.686266
0.005097156761356169,5.732395
0.005116688011356169,6.692303
0.005136219261356169,7.551552
0.005155750511356168,8.297219
0.005175281761356168,8.918089
0.005194813011356167,9.404821
0.005214344261356167,9.750097
0.005233875511356166,9.948722
0.005253406761356166,9.997709
0.005272938011356166,9.896321
0.005292469261356165,9.646084
0.005312000511356165,9.25076
0.005331531761356164,8.716296
0.005351063011356164,8.050731
0.005370594261356164,7.264076
0.005390125511356163,6.368162
0.005409656761356163,5.376464
0.005429188011356162,4.3039
0.005448719261356162,3.166602
0.005468250511356161,1.981674
0.005487781761356161,0.7669407
0.005507313011356161,-0.4593284
0.00552684426135616,-1.678689
0.00554637551135616,-2.8728
0.005565906761356159,-4.023702
0.005585438011356159,-5.114083
0.005604969261356159,-6.127544
0.005624500511356158,-7.048841
0.005644031761356158,-7.864117
0.005663563011356157,-8.56111
0.005683094261356157,-9.129334
0.005702625511356156,-9.560246
0.005722156761356156,-9.847363
0.005741688011356156,-9.986365
0.005761219261356155,-9.975164
0.005780750511356155,-9.813927
0.005800281761356154,-9.505079
0.005819813011356154,-9.053267
0.005839344261356154,-8.465284
0.005858875511356153,-7.749976
0.005878406761356153,-6.918101
0.005897938011356152,-5.982172
0.005917469261356152,-4.956264
0.005937000511356151,-3.85581
0.005956531761356151,-2.697361
0.005976063011356151,-1.498342
0.00599559426135615,-0.2767854
0.00601512551135615,0.948934
0.006034656761356149,2.16038
0.006054188011356149,3.339333
0.006073719261356149,4.468059
0.006093250511356148,5.52958
0.006112781761356148,6.507932
0.006132313011356147,7.388399
0.006151844261356147,8.157737
0.006171375511356146,8.804375
0.006190906761356146,9.318587
0.006210438011356146,9.692639
0.006229969261356145,9.920905
0.006249500511356145,9.99995
0.006269031761356144,9.928588
0.006288563011356144,9.707891
0.006308094261356144,9.341177
0.006327625511356143,8.833963
0.006347156761356143,8.193879
0.006366688011356142,7.430551
0.006386219261356142,6.55546
0.006405750511356141,5.581769
0.006425281761356141,4.524124
0.006444813011356141,3.398431
0.00646434426135614,2.221623
0.00648387551135614,1.011399
0.006503406761356139,-0.2140368
0.006522938011356139,-1.436253
0.006542469261356139,-2.636868
0.006562000511356138,-3.797821
0.006581531761356138,-4.901651
0.006601063011356137,-5.931756
0.006620594261356137,-6.872642
0.006640125511356136,-7.710157
0.006659656761356136,-8.431704
0.006679188011356136,-9.02643
0.006698719261356135,-9.485391
0.006718250511356135,-9.801682
0.006737781761356134,-9.970547
0.006757313011356134,-9.989446
0.006776844261356134,-9.858093
0.006796375511356133,-9.578466
0.006815906761356133,-9.154771
0.006835438011356132,-8.593378
0.006854969261356132,-7.902734
0.006874500511356132,-7.093225
0.006894031761356131,-6.177027
0.006913563011356131,-5.167921
0.00693309426135613,-4.081085
0.00695262551135613,-2.932865
0.006972156761356129,-1.740532
0.006991688011356129,-0.5220203
0.007011219261356129,0.7043433
0.007030750511356128,1.920113
0.007050281761356128,3.107002
0.007069813011356127,4.247159
0.007089344261356127,5.323435
0.007108875511356127,6.319642
0.007128406761356126,7.220795
0.007147938011356126,8.013341
0.007167469261356125,8.685358
0.007187000511356125,9.22674
0.007206531761356124,9.629343
0.007226063011356124,9.887112
0.007245594261356124,9.996169
0.007265125511356123,9.954874
0.007284656761356123,9.763849
0.007304188011356122,9.425967
0.007323719261356122,8.946309
0.007343250511356122,8.332091
0.007362781761356121,7.59255
0.007382313011356121,6.73881
0.00740184426135612,5.783712
0.00742137551135612,4.741622
0.007440906761356119,3.628213
0.007460438011356119,2.460233
0.007479969261356119,1.255248
0.007499500511356118,0.03138375
0.007519031761356118,-1.192953
0.007538563011356117,-2.399347
0.007558094261356117,-3.569652
0.007577625511356117,-4.686266
0.007597156761356116,-5.732395
0.007616688011356116,-6.692303
0.007636219261356115,-7.551552
0.007655750511356115,-8.297219
0.007675281761356114,-8.918089
0.007694813011356114,-9.404821
0.007714344261356114,-9.750097
0.007733875511356113,-9.948722
0.007753406761356113,-9.997709
0.007772938011356112,-9.896321
0.007792469261356112,-9.646084
0.007812000511356112,-9.25076
0.007831531761356111,-8.716296
0.00785106301135611,-8.050731
0.00787059426135611,-7.264076
0.00789012551135611,-6.368162
0.00790965676135611,-5.376464
0.007929188011356109,-4.3039
0.007948719261356109,-3.166602
0.007968250511356108,-1.981674
0.007987781761356108,-0.7669407
0.008007313011356107,0.4593284
0.008026844261356107,1.678689
0.008046375511356106,2.8728
0.008065906761356106,4.023702
0.008085438011356106,5.114083
0.008104969261356105,6.127544
0.008124500511356105,7.048841
0.008144031761356104,7.864117
0.008163563011356104,8.56111
0.008183094261356104,9.129334
0.008202625511356103,9.560246
0.008222156761356103,9.847363
0.008241688011356102,9.986365
0.008261219261356102,9.975164
0.008280750511356101,9.813927
0.008300281761356101,9.505079
0.0083198130113561,9.053267
0.0083393442613561,8.465284
0.0083588755113561,7.749976
0.0083784067613561,6.918101
0.008397938011356099,5.982172
0.008417469261356099,4.956264
0.008437000511356098,3.85581
0.008456531761356098,2.697361
0.008476063011356097,1.498342
0.008495594261356097,0.2767854
0.008515125511356096,-0.948934
0.008534656761356096,-2.16038
0.008554188011356096,-3.339333
0.008573719261356095,-4.468059
0.008593250511356095,-5.52958
0.008612781761356094,-6.507932
0.008632313011356094,-7.388399
0.008651844261356094,-8.157737
0.008671375511356093,-8.804375
0.008690906761356093,-9.318587
0.008710438011356092,-9.692639
0.008729969261356092,-9.920905
0.008749500511356091,-9.99995
0.008769031761356091,-9.928588
0.00878856301135609,-9.707891
0.00880809426135609,-9.341177
0.00882762551135609,-8.833963
0.00884715676135609,-8.193879
0.008866688011356089,-7.430551
0.008886219261356089,-6.55546
0.008905750511356088,-5.581769
0.008925281761356088,-4.524124
0.008944813011356087,-3.398431
0.008964344261356087,-2.221623
0.008983875511356086,-1.011399
0.009003406761356086,0.2140368
0.009022938011356086,1.436253
0.009042469261356084,2.636868
0.009062000511356085,3.797821
0.009081531761356084,4.901651
0.009101063011356084,5.931756
0.009120594261356084,6.872642
0.009140125511356083,7.710157
0.009159656761356084,8.431704
0.009179188011356082,9.02643
0.009198719261356082,9.485391
0.009218250511356081,9.801682
0.00923778176135608,9.970547
0.00925731301135608,9.989446
0.00927684426135608,9.858093
0.00929637551135608,9.578466
0.00931590676135608,9.154771
0.00933543801135608,8.593378
0.00935496926135608,7.902734
0.009374500511356078,7.093225
0.009394031761356078,6.177027
0.009413563011356076,5.167921
0.009433094261356075,4.081085
0.009452625511356076,2.932865
0.009472156761356076,1.740532
0.009491688011356076,0.5220203
0.009511219261356075,-0.7043433
0.009530750511356077,-1.920113
0.009550281761356074,-3.107002
0.009569813011356074,-4.247159
0.009589344261356074,-5.323435
0.009608875511356071,-6.319642
0.009628406761356073,-7.220795
0.009647938011356072,-8.013341
0.009667469261356072,-8.685358
0.009687000511356071,-9.22674
0.009706531761356073,-9.629343
0.009726063011356072,-9.887112
0.00974559426135607,-9.996169
0.00976512551135607,-9.954874
0.009784656761356068,-9.763849
0.009804188011356067,-9.425967
0.009823719261356069,-8.946309
0.009843250511356068,-8.332091
0.009862781761356068,-7.59255
0.009882313011356067,-6.73881
0.009901844261356069,-5.783712
0.009921375511356068,-4.741622
0.009940906761356066,-3.628213
0.009960438011356066,-2.460233
0.009979969261356064,-1.255248
0.009999500511356065,-0.03138375
0.01,-2.449294e-14
