x,y
0.37914834177064155,-0.08826151155024277
0.5687188968293925,-0.08665676082951014
0.5687188968293925,-0.08491827237975293
0.7582966835412764,-0.08291232887745902
0.7582966835412764,-0.08130757815672639
0.7582966835412764,-0.07903417960189581
0.7582966835412764,-0.07649331579177228
0.7582966835412764,-0.07421990703418543
0.7582966835412764,-0.07181277585170838
0.7582966835412764,-0.06967311502590237
0.7582966835412764,-0.06713224101302259
0.7582966835412764,-0.06459138230427719
0.9478672386000341,-0.06205051849415366
0.9478672386000341,-0.059242199631493436
0.9478672386000341,-0.057102523501553065
0.7582966835412764,-0.05482912494672248
0.7582966835412764,-0.05282318144442857
0.7582966835412764,-0.050549777788219855
0.7582966835412764,-0.04841010165827948
0.7582966835412764,-0.04613670310344888
0.7582966835412764,-0.04386329944724016
0.7582966835412764,-0.041322435637116635
0.9478672386000341,-0.038915304454639574
0.9478672386000341,-0.03690936095234568
0.9478672386000341,-0.03450222976986861
1.137437793658785,-0.03209509858739155
1.327015580370669,-0.02955423477726802
1.327015580370669,-0.027013373517833547
1.327015580370669,-0.02447250970771002
1.5165861354294266,-0.022199108602190362
1.7061639221413105,-0.020460625253811274
1.8957344772000613,-0.018454681751517363
2.274882818970703,-0.016716200953827337
2.274882818970703,-0.014442794746929555
2.274882818970703,-0.011634473333580267
2.274882818970703,-0.009093609523456739
4.549765637941412,-0.007087667296507366
5.687203431600198,-0.005081723794213469
7.9620862505709,-0.0044130759601154895
10.047391282829732,-0.003343239170489856
11.943125760029787,-0.002005943502293911
12.322281333453569,-0.0004011889555276954
14.02843079228862,-0.002005943502293911
16.492891397971206,-0.003209509093532431
18.388625875171275,-0.004814263640298647
20.85308648085386,-0.0056166441020431
22.36966538463016,-0.00735512617507765
24.26539986183023,-0.009494799754328959
25.213267100430265,-0.011367013179665458
26.161134339030284,-0.013506686758916767
27.10900157763033,-0.015245170107295869
28.056868816230367,-0.01698365600636402
28.625594944712873,-0.019257057111883677
29.95260329343042,-0.021129270537220177
30.331758866854187,-0.02340267929480702
31.469196660512974,-0.025676077849637616
32.22749334405426,-0.02781574887819986
33.17536058265429,-0.02982169493118282
34.312798376313076,-0.03236255363992823
35.07109505985436,-0.03463595729613696
35.82937728008939,-0.037043088478614004
36.77724451868941,-0.03931649213482273
37.91469677565446,-0.04118870811084829
39.052134569313246,-0.04332837913941054
40.37914291803078,-0.045066862487789634
42.46444795028961,-0.04720653861773001
43.791470762313416,-0.049078749492377435
45.11847911103095,-0.05135215314858616
46.82464303317226,-0.05309063649696526
49.289103638854854,-0.054294204638892854
51.184838116054934,-0.05630015834394301
54.218010386913775,-0.057369983655467874
57.25118265777263,-0.05803863148956584
58.957346579913946,-0.05950965978540826
61.42179272229028,-0.06004457499185975
64.07582388303162,-0.060579495299689375
65.78198780517293,-0.06205051849415366
68.62558952097302,-0.06271916632825163
70.71089455323184,-0.06405646199644756
73.55449626903193,-0.06472510983054554
75.26066019117324,-0.06632987585541253
78.10426190697336,-0.0668647859604859
80.94786362277344,-0.06780088884712057
83.0331686550323,-0.06873699683513335
85.49762926071486,-0.06927191714296296
88.34123097651496,-0.07007429250332928
90.99526213725633,-0.07020802513097574
94.40757551823268,-0.0711441280176104
96.87203612391527,-0.07248142878718447
99.52606728465662,-0.07274888383972114
101.99051342703295,-0.07274888383972114
102.74881011057421,-0.07448737228947837
105.02368569789179,-0.07515602012357633
107.29857574851562,-0.07582466795767431
109.95260690925696,-0.07635958826550394
112.60662360669205,-0.07702823609960191
115.63981034085717,-0.07742941867840693
118.67298261171602,-0.07716196362587024
121.51658432751611,-0.07783061145996821
124.36018604331623,-0.07876671434660287
125.68719439203379,-0.08050520279636009
127.7724994242926,-0.07943536218070082
130.42653058503393,-0.08063893032262842
132.70140617235154,-0.08197622599082438
134.5971406495516,-0.08291232887745902
136.8720451634817,-0.08411589701938661
139.52606186091677,-0.0833135216590203
141.80093744823435,-0.08411589701938661
143.6966719254344,-0.08505201010877751
145.59240640263448,-0.08585438546914383
147.8672819899521,-0.08612184052168051
150.52132761399966,-0.08692421588204682
152.22747707283472,-0.08745913618987645
153.55448542155227,-0.08866270433180405
